Instance_name,BKS,Best_cost,Avrg_cost,Best_temp,Avrg_temp,Best_gap,Avrg_gap,n_iter
F-n135-k7,1162,1391.0,1443.8,293.89735102653503,183.05,0.19707401032702238,0.24,1767.8
F-n45-k4,724,768.0,781.2,0.3070693016052246,22.79,0.06077348066298342,0.08,10000.0
F-n72-k4,237,261.0,266.6,67.57409048080444,120.67,0.10126582278481013,0.12,10000.0
