alpha,max_iter,neibors,custo,tempo
0.1,1000,"[0, 1]",1395.8,7.328315591812133
0.1,10000,"[0, 1]",1371.8,73.0029960155487
0.1,25000,"[0, 1]",1361.8,182.8513400554657
0.3,1000,"[0, 1]",1377.0,9.31320300102234
0.3,10000,"[0, 1]",1355.4,92.46554064750671
0.3,25000,"[0, 1]",1346.4,233.00073099136353
0.6,1000,"[0, 1]",1365.4,14.932388401031494
0.6,10000,"[0, 1]",1358.8,149.48257365226746
0.6,25000,"[0, 1]",1348.6,300.00539231300354
