Instance_name,BKS,Best_cost,Avrg_cost,Best_temp,Avrg_temp,Best_gap,Avrg_gap
F-n135-k7,1162,1442.0,1461.2,64.71625804901123,123.6772,0.24096385542168675,0.2575
F-n45-k4,724,750.0,762.8,5.7404465675354,57.3333,0.03591160220994475,0.0536
F-n72-k4,237,269.0,277.6,299.38363885879517,157.3877,0.1350210970464135,0.1713
