Instance_name,BKS,Best_cost,Avrg_cost,Best_temp,Avrg_temp,Best_gap,Avrg_gap
F-n135-k7,1162,1882.0,1882.0,0.2560579776763916,0.2561,0.6196213425129088,0.6196
F-n45-k4,724,1070.0,1070.0,0.023149490356445312,0.0231,0.47790055248618785,0.4779
F-n72-k4,237,341.0,341.0,0.055011749267578125,0.055,0.4388185654008439,0.4388
