alpha,max_iter,neibors,custo,tempo
0.15,1000,"[0, 1]",962.0,5.300261402130127
0.15,15000,"[0, 1]",954.0,80.57252688407898
0.15,30000,"[0, 1]",953.0,160.7586106300354
0.28,1000,"[0, 1]",997.0,6.932020139694214
0.28,15000,"[0, 1]",943.0,102.85450839996338
0.28,30000,"[0, 1]",968.0,206.0347505092621
0.45,1000,"[0, 1]",1021.0,8.935949563980103
0.45,15000,"[0, 1]",989.0,133.69796180725098
0.45,30000,"[0, 1]",975.0,268.7978441238403
