alpha,max_iter,neibors,custo,tempo
0.15,1000,"[0, 1]",1992.0,23.017543745040893
0.15,15000,"[0, 1]",1959.0,300.02282176017764
0.15,30000,"[0, 1]",1936.0,300.01304988861085
0.28,1000,"[0, 1]",2002.0,34.986400079727176
0.28,15000,"[0, 1]",1953.0,300.01490392684934
0.28,30000,"[0, 1]",1959.0,300.0249884605408
0.45,1000,"[0, 1]",2042.0,46.46944470405579
0.45,15000,"[0, 1]",1983.0,300.01368856430054
0.45,30000,"[0, 1]",1984.0,300.04376969337466
